"Parasite.species","Parasite.genus","Parasite.group","Host.species","Host.common.name","Missing.info","Typical.host","Host.no","Def.int","Facultative","Stage","Asexual","Site","Host.habitat","Vert.group","Remark","Author","Year","Journal","Volume","Pages"
"Hymenolepis nana","Hymenolepis","cestode","Rhombomys opimus","great gerbil",0,"atypical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Kamranrashani et al.","2013","Iran. J. Parasitol.","8","78-84"
"Hymenolepis nana","Hymenolepis","cestode","Sciurus carolinensis","gray squirrel",0,"atypical",2,"def","no","adult","none","gut","terrestrial","mammal","experimental host","Schiller","1959","Exp. Parasitol.","8","215-235"
"Hymenolepis peromysci","Hymenolepis","cestode","Eleodes armata","beetle",0,"typical",1,"int","no","1larv","none","body cavity","terrestrial",NA,NA,"Tinkle","1972","Trans. Am. Microsc. Soc.","91","66-69"
"Hymenolepis peromysci","Hymenolepis","cestode","Eleodes dentipes","beetle",0,"typical",1,"int","no","1larv","none","body cavity","terrestrial",NA,NA,"Tinkle","1972","Trans. Am. Microsc. Soc.","91","66-69"
"Hymenolepis peromysci","Hymenolepis","cestode","Tribolium confusum","beetle",0,"typical",1,"int","no","1larv","none","body cavity","terrestrial",NA,"experimental host","Tinkle","1972","Trans. Am. Microsc. Soc.","91","66-69"
"Hymenolepis peromysci","Hymenolepis","cestode","Mesocricetus auratus","golden hamster",0,"atypical",2,"def","no","adult","none","gut","terrestrial","mammal","experimental host","Stallard and Arai","1978","Can. J. Zool.","56","90-93"
"Hymenolepis peromysci","Hymenolepis","cestode","Peromyscus boylii","brush mouse",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Tinkle","1972","Trans. Am. Microsc. Soc.","91","66-69"
"Hymenolepis peromysci","Hymenolepis","cestode","Peromyscus maniculatus","deer mouse",0,"typical",2,"def","no","adult","none","gut","terrestrial","mammal",NA,"Tinkle","1972","Trans. Am. Microsc. Soc.","91","66-69"
"Hymenolepis tenerrima","Hymenolepis","cestode","Herpetocypris reptans","ostracod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Evans","1983","Parasitol. Res.","69","105-111"
"Hymenolepis tenerrima","Hymenolepis","cestode","Anas platyrhynchos","mallard",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Evans","1983","Parasitol. Res.","69","105-111"
"Hymenolepis vistulae","Hymenolepis","cestode","Cyclops strenuus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"Microsomacanthus is the genus?","Czaplinski","1960","Acta Parasitol.","8","299-314"
"Hymenolepis vistulae","Hymenolepis","cestode","Mergus merganser","merganser",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Czaplinski","1960","Acta Parasitol.","8","299-314"
"Hyostrongylus rubidus","Hyostrongylus","nematode","Cavia porcellus","guinea pigs",0,"atypical",1,"def","no","adult","none","stomach","terrestrial","mammal","experimental host","Alicata","1935","US Dept. Agric. Tech. Bull.","489","1-96"
"Hyostrongylus rubidus","Hyostrongylus","nematode","Sus scrofa","pigs",0,"typical",1,"def","no","adult","none","stomach","terrestrial","mammal","egg hatches, then the larvae feed and grow before becoming infective","Alicata","1935","US Dept. Agric. Tech. Bull.","489","1-96"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Acartia bifilosa","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"cites Markowski 1937","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Acartia longiremis","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Valter","1968","Parazitologiya","2","521-526"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Acartia tonsa","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Anisogammarus kygi","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Moravec and Nagasawa","1986","Folia Parasitol.","33","45-49"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Calanus finmarchicus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"do not know if this is first or second host, but presumably it is first host","Svendsen","1990","Sarsia","75","161-167"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Calocaris macandreae","decapod shrimp",0,"atypical",1,"int","no","1larv","none","body cavity","marine",NA,"considered as accidental host","Calderon-Perez","1986","J. Mar. Biol. Assoc. UK","66","293-301"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Caprella linearis","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Marcogliese","1996","J. Helminthol. Soc. Wash.","63","12-18"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Caprella septentrionalis","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Valter","1968","Parazitologiya","2","521-526"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Centropages typicus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"do not know if this is first or second host, but presumably it is first host","Svendsen","1990","Sarsia","75","161-167"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Corophium bonelli","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Eurytemora affinis","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"cites Markowski 1937","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Gammarus oceanicus","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"cites Fagerholm 1987","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Gammarus sp.","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Harpacticoida","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Hyperia galba","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"do not know if amphipods get infected via copepods; found naturally infected hyperiid amphipods but did not specify the exact species","Klimpel and Rückert","2005","Parasitol. Res.","97","141-149"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Idothea sp.","isopod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Jaera albifrons","isopod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Microdeutopus gryllotalpa","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Neomysis integer","mysid",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Neomysis intermedia","mysid",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"noted that H. aduncum is typically marine, but migratory fish bring it to freshwater; eggs survive in freshwater, but hatched larvae survive better in sea water","Yoshinaga et al.","1987","Fish Pathol.","22","243-251"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pagurus acadianus","hermit crab",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Marcogliese","1996","J. Helminthol. Soc. Wash.","63","12-18"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Proboloides holmesi","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Marcogliese","1996","J. Helminthol. Soc. Wash.","63","12-18"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pseudocalanus elongatus","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Sphaeroma rugicauda","isopod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Temora longicornis","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,NA,"Valter","1968","Parazitologiya","2","521-526"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Themisto abyssorum","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"do not know if amphipods get infected via copepods; found naturally infected hyperiid amphipods but did not specify the exact species","Klimpel and Rückert","2005","Parasitol. Res.","97","141-149"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Themisto gaudichaudi","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"do not know if amphipods get infected via copepods; found naturally infected hyperiid amphipods but did not specify the exact species","Klimpel and Rückert","2005","Parasitol. Res.","97","141-149"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Tisbe longisetosa","copepod",0,"typical",1,"int","no","1larv","none","body cavity","marine",NA,"unlike Koie, Gonzalez had trouble infecting non-copepod crustaceans with eggs","Gonzalez","1998","Aquaculture","162","173-186"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Aglantha digitale","medusa",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"do not know if this is first or second host, but presumably it is second host","Svendsen","1990","Sarsia","75","161-167"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Clupea harengus","herring",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Klimpel and Rückert","2005","Parasitol. Res.","97","141-149"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Engraulis anchoita","anchovy",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Navone et al.","1998","Parasite","5","127-136"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Gasterosteus aculeatus","three-spine stickleback",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Gattyana cirrosa","polychaete",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"infected by giving copepods; could not infect anything but crustaceans with eggs","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Harmothoe imbricata","polychaete",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"infected by giving copepods; could not infect anything but crustaceans with eggs","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Hypomesus nipponensis","japanese smelt",0,"typical",2,"int","paratenic","2larv","none","gut wall","freshwater","fish",NA,"Yoshinaga et al.","1987","Fish Pathol.","22","243-251"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Hypsoblennius sordidus","combtooth blenny",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish","can also apparently mature in this host, as adults were collected from the gut","Gonzalez","1998","Aquaculture","162","173-186"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Lepidonotus squamatus","polychaete",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"infected by giving copepods; could not infect anything but crustaceans with eggs","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Maurolicus muelleri","pearlside",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Klimpel and Rückert","2005","Parasitol. Res.","97","141-149"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Merluccius hubbsi","argentine hake",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Navone et al.","1998","Parasite","5","127-136"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Micromesistius poutassou","blue whiting",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Adroher et al.","2004","Dis. Aquat. Org.","58","41-45"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Nereis pelagica","polychaete",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"infected by giving copepods; could not infect anything but crustaceans with eggs","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Ophiopholis aculeatus","brittle star",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"natural infection","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Ophiura albida","brittle star",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"infected by giving copepods; could not infect anything but crustaceans with eggs","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pagrus pagrus","sea bream",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Morsy et al.","2013","Parasitol. Res.","112","807-815"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pleurobrachia pileus","ctenophore",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"natural infection","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pomatoschistus microps","goby",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pungitius pungitius","nine-spined stickleback",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish","fish may be infected by eating either copepods (1st host) or non-crustacean invertebrates (2nd host), such that the life cycle can be as short as two-hosts or as long as four-hosts","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Sagitta elegans","arrow worm",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,NA,"Svendsen","1990","Sarsia","75","161-167"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Sardina pilchardus","sardine",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Rello et al.","2008","Parasitol. Res.","104","117-121"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Sprattus sprattus","sprat",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine","fish",NA,"Klimpel and Rückert","2005","Parasitol. Res.","97","141-149"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Thysanoessa rauschii","krill",0,"typical",2,"int","paratenic","2larv","none","gut wall","marine",NA,"do not know if this is first or second host, but presumably it is second host","Svendsen","1990","Sarsia","75","161-167"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Anguilla anguilla","european eel",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Gadus morhua","cod",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Balbuena et al.","1998","J. Parasitol.","84","615-617"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Genypterus blacodes","pink cusk eel",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Navone et al.","1998","Parasite","5","127-136"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Merlangius merlangus","whiting",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Klimpel and Rückert","2005","Parasitol. Res.","97","141-149"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Merluccius australis","southern hake",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Gonzalez","1998","Aquaculture","162","173-186"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Merluccius hubbsi","argentine hake",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Navone et al.","1998","Parasite","5","127-136"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Merluccius merluccius","hake",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Klimpel and Rückert","2005","Parasitol. Res.","97","141-149"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Molva molva","ling",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Balbuena et al.","1998","J. Parasitol.","84","615-617"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Myoxocephalus scorpius","shorthorn sculpin",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Valter","1998","Parazitologiya","32","146-155"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Oncorhynchus mykiss","rainbow trout",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Gonzalez","1998","Aquaculture","162","173-186"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pagrus pagrus","sea bream",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Morsy et al.","2013","Parasitol. Res.","112","807-815"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pollachius pollachius","pollock",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Balbuena et al.","1998","J. Parasitol.","84","615-617"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Pollachius virens","saithe",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Balbuena et al.","1998","J. Parasitol.","84","615-617"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Scomber japonicus","chub mackerel",0,"typical",3,"def","no","adult","none","gut","marine","fish",NA,"Navone et al.","1998","Parasite","5","127-136"
"Hysterothylacium aduncum","Hysterothylacium","nematode","Zoarces viviparus","eelpout",0,"typical",3,"def","no","adult","none","gut","marine","fish","very widespread and generalist; most likely multiple species, though genetic analyses have been somewhat ambiguous","Koie","1993","Can. J. Zool.","71","1289-1296"
"Hysterothylacium analarum","Hysterothylacium","nematode","Acanthocyclops vernalis","copepod",0,"typical",1,"int","paratenic","1larv","none","body cavity","freshwater",NA,NA,"Rye and Baker","1992","Can. J. Zool.","70","1576-1584"
"Hysterothylacium analarum","Hysterothylacium","nematode","Ambloplites rupestris","rock bass",0,"typical",2,"def","no","adult","none","gut; gut wall; liver","freshwater","fish",NA,"Rye and Baker","1992","Can. J. Zool.","70","1576-1584"
"Hysterothylacium analarum","Hysterothylacium","nematode","Lepomis gibbosus","pumpkinseed",0,"typical",2,"def","no","adult","none","gut; gut wall; liver","freshwater","fish","L2s invade the gut wall and tissues, molt to L3, grow, and eventually return to the gut to mature and reproduce; likely over-winter in fish tissues","Rye and Baker","1992","Can. J. Zool.","70","1576-1584"
"Hysterothylacium analarum","Hysterothylacium","nematode","Lepomis gibbosus","pumpkinseed",0,"typical",3,"def","postcyclic","adult","none","gut; gut wall; liver","freshwater","fish","can be transferred from small to large fish, though unclear if just larvae survive; noted that this step was unlikely given the feeding behavior of pumpkinseed","Rye and Baker","1992","Can. J. Zool.","70","1576-1584"
"Hysterothylacium bidentatum","Hysterothylacium","nematode","Gammarus sp.","amphipod",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"just CAB abstract","Geller and Babich","1953","Papers on helminthology presented to academician K. I. Skryabin on his 75th birthday",NA,"133-138"
"Hysterothylacium bidentatum","Hysterothylacium","nematode","Acipenser ruthenus","sterlet",0,"typical",2,"def","no","adult","none","gut","freshwater","fish",NA,"von Linstow","1899","Mitteilungen aus der zoologischen Sammlung des Museums für Naturkunde in Berlin","1","6-28"
"Hysterothylacium haze","Hysterothylacium","nematode","Amphithoe valida","amphipod",0,"typical",1,"int","paratenic","1larv","none","body cavity","marine",NA,NA,"Yoshinaga et al.","1989","J. Parasitol.","75","756-763"
"Hysterothylacium haze","Hysterothylacium","nematode","Corophium uenoi","amphipod",0,"typical",1,"int","paratenic","1larv","none","body cavity","marine",NA,NA,"Yoshinaga et al.","1989","J. Parasitol.","75","756-763"
"Hysterothylacium haze","Hysterothylacium","nematode","Grandidierella japonica","amphipod",0,"typical",1,"int","paratenic","1larv","none","body cavity","marine",NA,NA,"Yoshinaga et al.","1989","J. Parasitol.","75","756-763"
"Hysterothylacium haze","Hysterothylacium","nematode","Neomysis japonica","mysid",0,"typical",1,"int","paratenic","1larv","none","body cavity","marine",NA,NA,"Yoshinaga et al.","1989","J. Parasitol.","75","756-763"
"Hysterothylacium haze","Hysterothylacium","nematode","Nereis sp.","polychaete",0,"typical",1,"int","paratenic","1larv","none","body cavity","marine",NA,NA,"Yoshinaga et al.","1989","J. Parasitol.","75","756-763"
"Hysterothylacium haze","Hysterothylacium","nematode","Acanthogobius flavimanus","yellowfin goby",0,"typical",2,"def","no","adult","none","gut wall; mesentery; body cavity","marine","fish","inhabitats the body cavity and the eggs released into the body cavity may auto infect","Yoshinaga et al.","1989","J. Parasitol.","75","756-763"
"Hystrichis tricolor","Hystrichis","nematode","Allolobophora dubiosa","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Karmanova ","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Hystrichis tricolor","Hystrichis","nematode","Criodrilus lacuum","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Karmanova ","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Hystrichis tricolor","Hystrichis","nematode","Eophila leoni","oligochaete",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,"cites Karmanova ","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Hystrichis tricolor","Hystrichis","nematode","Anas clypeata","northern shoveler",0,"typical",2,"def","no","adult","none","stomach","freshwater","bird","cites Karmanova ","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Hystrichis tricolor","Hystrichis","nematode","Anas crecca","eurasian teal",0,"typical",2,"def","no","adult","none","stomach","freshwater","bird","cites Karmanova ","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Hystrichis tricolor","Hystrichis","nematode","Anas platyrhynchos","ducks",0,"typical",2,"def","no","adult","none","stomach","freshwater","bird",NA,"Supperer","1959","Parasitol. Res.","19","259-277"
"Hystrichis tricolor","Hystrichis","nematode","Mergus serrator","red-breasted merganser",0,"typical",2,"def","no","adult","none","stomach","freshwater","bird","cites Karmanova ","Anderson","2000","Nematode parasites of vertebrates: their development and transmission, CABI",NA,NA
"Ibirhynchus dimorpha","Ibirhynchus","acanthocephalan","Cambarellus shufeldtii","crawfish",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Richardson and Font","2006","J. Ark. Acad. Sci.","60","192-193"
"Ibirhynchus dimorpha","Ibirhynchus","acanthocephalan","Procambarus clarkii","crawfish",0,"typical",1,"int","no","1larv","none","body cavity","freshwater",NA,NA,"Garcia-Varela et al.","2011","J. Parasitol.","97","97-105"
"Ibirhynchus dimorpha","Ibirhynchus","acanthocephalan","Eudocimus albus","ibis",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Garcia-Varela et al.","2011","J. Parasitol.","97","97-105"
"Ibirhynchus dimorpha","Ibirhynchus","acanthocephalan","Grus americana","whooping crane",0,"typical",2,"def","no","adult","none","gut","freshwater","bird",NA,"Garcia-Varela et al.","2011","J. Parasitol.","97","97-105"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode",NA,"coprophagous insects, fleas",1,"typical",1,"int","no","1larv","none",NA,"terrestrial",NA,"attempts to directly infect reptiles unsuccessful; presumed that reptiles are necessary (not just paratenic) hosts","Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Chalcides striatus","skink",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Hierophis viridiflavus","snake",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Malpolon insignitus","snake",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Platyceps najadum","slender whip snake",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Psammophis subtaeniatus","sand snake",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Ptyodactylus hasselquistii","fan-footed gecko",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Scincus scincus","skink",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Stellagama stellio","lizard",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Telescopus fallax","european catsnake",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Felis catus","cat",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Jones","1983","Syst. Parasitol.","5","203-213"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Vulpes vulpes","fox",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Mobedi et al.","1973","J. Helminthol.","47","277-281"
"Joyeuxiella echinorhynchoides","Joyeuxiella","cestode","Vulpes zerda","fennec fox",0,"typical",3,"def","no","adult","none","gut","terrestrial","mammal",NA,"Jones","1983","Syst. Parasitol.","5","203-213"
"Joyeuxiella pasqualei","Joyeuxiella","cestode",NA,"coprophagous insects, fleas",1,"typical",1,"int","no","1larv","none",NA,"terrestrial",NA,"attempts to directly infect reptiles unsuccessful; presumed that reptiles are necessary (not just paratenic) hosts","Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Acanthodactylus schreiberi","lizard",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Crocidura suaveolens","lesser white-toothed shrew",0,"atypical",2,"int","no","2larv","none","gut wall","terrestrial","mammal","not confident this is correctly identified","Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Hemidactylus mabouia","house gecko",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Simonsen and Sarda","1985","J. Herpetol.","19","428-430"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Hemidactylus turcicus","meditteranean house gecko",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Hierophis viridiflavus","snake",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
"Joyeuxiella pasqualei","Joyeuxiella","cestode","Lacerta viridis","green lizard",0,"typical",2,"int","no","2larv","none","gut wall","terrestrial","herp",NA,"Witenberg","1932","Parasitol. Res.","4","542-584"
